Group,Species,N_Years,First_Year,Last_Year,N_Records,Mean_growth_rate,Lower_CI,Upper_CI,Precision
Moths,Epirrita christyi,46,1970,2015,5614,-0.6636,-1.599961756,0.290221248,4.203503789
Craneflies,Molophilus appendiculatus,46,1970,2015,380,-0.1457,-1.098337716,0.796036786,4.210041722
Bryophytes,Palustriella commutata s.l.,46,1970,2015,1225,-0.2496,-1.088311837,0.760284486,4.213835359
FungusGnats,Mycetophila marginata,42,1970,2011,472,0.0738,-0.659280799,1.438392039,4.222074031
Spiders,Neriene montana,44,1970,2013,1322,-1.0545,-1.995188149,-0.146605479,4.22924286
Spiders,Microlinyphia pusilla,44,1970,2013,1631,0.1815,-0.689569666,1.180258574,4.235152336
Moths,Zygaena trifolii,46,1970,2015,1667,-0.6252,-1.544687238,0.395986535,4.259558452
Moths,Philereme transversata,46,1970,2015,4224,-1.2915,-2.163528358,-0.281387206,4.293542834
Moths,Pelurga comitata,46,1970,2015,3598,-0.9038,-1.868511432,0.090322771,4.293885705
SoldierBeetles,Cantharis rufa,46,1970,2015,267,-0.0428,-1.085396612,1.003588694,4.294216703
Bryophytes,Fissidens adianthoides,46,1970,2015,1623,0.1905,-0.636671232,1.207010976,4.295163761
FungusGnats,Mycomya cinerascens,42,1970,2011,459,0.1659,-0.539180159,1.421621943,4.306400719
Moths,Hypena crassalis,46,1970,2015,3801,0.1963,-0.705555424,1.149130018,4.30654723
Moths,Mythimna turca,46,1970,2015,3964,0.5764,-0.330699943,1.570655072,4.334712978
Weevils,Phyllobius pyri,46,1970,2015,2330,0.3652,-0.445943305,1.389591195,4.336645682
FungusGnats,Mycetophila alea,40,1972,2011,92,0.2362,-0.302586435,1.482648565,4.350352968
Lichens,Aspicilia contorta subsp. contorta,46,1970,2015,1549,0.2232,-0.683129708,1.200439706,4.352170369
Lichens,Lobaria pulmonaria,46,1970,2015,924,0.4503,-0.339391382,1.540608557,4.3531596
Bryophytes,Cirriphyllum piliferum,46,1970,2015,1815,0.2437,-0.645697258,1.258972738,4.357917991
Moths,Eupithecia lariciata,46,1970,2015,3509,0.6355,-0.305031047,1.642110804,4.3684961
Bryophytes,Calypogeia arguta,46,1970,2015,1536,0.4412,-0.385378881,1.513211608,4.369861398
Moths,Ipimorpha retusa,46,1970,2015,2034,-0.8814,-1.827296304,0.077234738,4.381805676
Hoverflies,Dasysyrphus albostriatus,45,1970,2014,2392,-0.5088,-1.408005056,0.482812402,4.38468793
Bryophytes,Funaria hygrometrica,46,1970,2015,3222,-0.551,-1.480277918,0.330273227,4.407416873
Spiders,Pardosa pullata,44,1970,2013,5350,-0.1343,-1.068860067,0.777410461,4.409467682
Bryophytes,Isothecium alopecuroides,46,1970,2015,2040,-0.4409,-1.273489939,0.573410255,4.409693773
NonmarineMolluscs,Vitrina pellucida,46,1970,2015,1135,-2.4539,-3.386812828,-1.493876713,4.410881859
Lichens,Candelariella medians f. medians,46,1970,2015,1775,-1.2602,-2.199320652,-0.343669141,4.421426736
Bryophytes,Sphagnum palustre,46,1970,2015,2685,0.8197,-0.090080917,1.803269265,4.43263238
Bryophytes,Brachythecium rivulare,46,1970,2015,2866,1.3023,0.511228391,2.354580674,4.440141071
Bryophytes,Bryoerythrophyllum recurvirostrum,46,1970,2015,1688,0.0485,-0.833433467,1.042229074,4.441270723
NonmarineMolluscs,Cochlicopa lubricella,46,1970,2015,343,-0.6136,-1.535818179,0.314306839,4.450202861
NonmarineMolluscs,Euconulus cf. fulvus,46,1970,2015,785,-2.1073,-3.031720891,-1.178494844,4.456945102
PlantBugs,Orthops campestris,46,1970,2015,1045,-1.162,-1.980507595,-0.069099748,4.460030561
Leaf&SeedBeetles,Sphaeroderma testaceum,46,1970,2015,516,-0.1613,-1.232516495,0.775759591,4.460393182
Bryophytes,Pohlia wahlenbergii,46,1970,2015,1015,-0.4372,-1.382008617,0.487135258,4.461300918
Moths,Aporophyla lutulenta,46,1970,2015,5658,-0.2317,-1.139018972,0.746448059,4.463565639
Ladybirds,Coccinella septempunctata,46,1970,2015,23212,0.1674,-0.587677743,1.213792029,4.463724624
Bees,Bombus muscorum,46,1970,2015,1034,-1.1489,-2.151722594,-0.275434786,4.464339412
Hoverflies,Eristalis pertinax,45,1970,2014,19923,1.5949,0.667794621,2.547708334,4.465515076
Lichens,Psilolechia lucida,46,1970,2015,3051,-0.7774,-1.663551887,0.175296363,4.474813382
NonmarineMolluscs,Candidula intersecta,46,1970,2015,657,-0.1865,-1.031938929,0.861768683,4.503060017
FungusGnats,Bolitophila saundersii,40,1972,2011,337,0.2632,-0.426270295,1.455318581,4.506913903
Lichens,Peltigera hymenina,46,1970,2015,1074,0.907,0.025163948,1.821589538,4.545586219
Moths,Lacanobia w-latinum,46,1970,2015,9659,1.2661,0.399776316,2.346611664,4.560744283
Moths,Macaria notata,46,1970,2015,6738,1.0314,0.145113232,2.010427908,4.568149563
Craneflies,Tricyphona immaculata,46,1970,2015,1008,0.5063,-0.289414297,1.56608216,4.573025736
Bryophytes,Plagiothecium nemorale,46,1970,2015,1538,-0.4803,-1.430977114,0.361189786,4.57619569
Hoverflies,Dasysyrphus venustus,45,1970,2014,2288,-0.9698,-1.854411537,0.069751744,4.579007211
Moths,Panemeria tenebrata,46,1970,2015,2215,0.2461,-0.603098179,1.10786162,4.586135484
Moths,Charissa obscurata,46,1970,2015,1276,-1.5659,-2.471764535,-0.629719783,4.586313491
Moths,Aporophyla lueneburgensis,46,1970,2015,1348,-3.0724,-3.92272031,-2.112872892,4.603605534
Moths,Euphyia biangulata,46,1970,2015,2102,0.6103,-0.193505204,1.552436083,4.613946971
Craneflies,Molophilus griseus,46,1970,2015,531,-0.3137,-1.274570577,0.572901239,4.616511684
FungusGnats,Trichonta melanura,39,1973,2011,114,0.0871,-0.67234049,1.319880582,4.640406828
Moths,Colostygia olivata,46,1970,2015,1486,-0.2737,-1.15824343,0.647186662,4.643090777
Moths,Macaria wauaria,46,1970,2015,3084,-5.8737,-6.787623217,-4.993413239,4.647375104
Craneflies,Nephrotoma quadrifaria,46,1970,2015,666,0.1348,-0.692210728,1.108710136,4.649226223
Lichens,Caloplaca aurantia,46,1970,2015,1498,-1.1965,-2.149202322,-0.30960579,4.662400844
Soldierflies,Rhagio scolopaceus,46,1970,2015,1026,0.2551,-0.605535391,1.269724809,4.675056656
Lichens,Physconia grisea,46,1970,2015,2258,-0.9624,-1.843916235,-0.044038209,4.693372106
Spiders,Clubiona reclusa,44,1970,2013,2142,0.5302,-0.291408295,1.47455815,4.704048738
Lichens,Baeomyces rufus,46,1970,2015,952,-0.6254,-1.530621344,0.293717197,4.721124858
Craneflies,Molophilus medius,46,1970,2015,308,-0.4933,-1.497512523,0.411548979,4.722370906
Moths,Acronicta menyanthidis,46,1970,2015,1417,-0.3828,-1.226722692,0.580146825,4.72943427
Moths,Agrotis trux,46,1970,2015,3463,0.3185,-0.50432114,1.306329117,4.751400848
Lichens,Opegrapha atra,46,1970,2015,818,-0.7127,-1.514500701,0.231049495,4.752778269
Moths,Euchoeca nebulata,46,1970,2015,4524,1.0246,0.198492421,1.986273442,4.758626416
NonmarineMolluscs,Arion distinctus,46,1970,2015,2082,1.1582,0.283095932,2.062457289,4.766508015
Hoverflies,Platycheirus clypeatus agg.,45,1970,2014,5551,-0.4016,-1.217037342,0.547799558,4.779361512
Bryophytes,Pellia endiviifolia,46,1970,2015,2928,0.8224,-0.036739074,1.773026812,4.797951801
Lichens,Lecanora polytropa,46,1970,2015,3301,0.4334,-0.493510619,1.364685821,4.799755296
Hoverflies,Platycheirus granditarsus,45,1970,2014,3236,-0.4834,-1.33916101,0.428776181,4.805709808
Empid&DolichopodidFlies,Empis livida,45,1970,2014,976,-0.1217,-0.864660278,0.964585361,4.80640079
Lichens,Tephromela atra var. atra,46,1970,2015,3059,-0.7097,-1.590109102,0.169668619,4.809325801
Moths,Eupithecia tantillaria,46,1970,2015,4216,1.0018,0.164155492,1.954748338,4.810955561
Lichens,Toninia aromatica,46,1970,2015,1796,-0.2496,-1.114158713,0.683444616,4.812190956
Hoverflies,Merodon equestris,45,1970,2014,3619,0.3002,-0.618800177,1.1710924,4.812587503
Moths,Peridroma saucia,46,1970,2015,10360,-1.2134,-2.04209424,-0.313266815,4.826186035
Craneflies,Atypophthalmus inustus,44,1972,2015,70,0.0758,-1.027725368,0.975710226,4.827097713
Craneflies,Molophilus ochraceus,46,1970,2015,214,0.1206,-0.898362671,1.166174969,4.837440547
Hoverflies,Eristalis interruptus,45,1970,2014,5739,0.652,-0.165832032,1.572029637,4.839802454
Bryophytes,Rhynchostegium confertum,46,1970,2015,5237,1.0213,0.245368467,1.970837522,4.84834116
Lichens,Lecanora conizaeoides f. conizaeoides,46,1970,2015,3420,-2.9216,-3.806469215,-2.034533808,4.848396937
Bryophytes,Porella platyphylla,46,1970,2015,1064,-0.6723,-1.665255729,0.133126278,4.849309649
Bryophytes,Tetraphis pellucida,46,1970,2015,1907,-0.6475,-1.506130072,0.326247258,4.87755228
Bryophytes,Moerckia blyttii,40,1974,2013,53,0.0409,-0.671449414,0.964235494,4.904756886
Hoverflies,Xylota segnis,45,1970,2014,8318,1.0758,0.305252362,2.05633748,4.905652826
Moths,Amphipyra berbera,46,1970,2015,16910,1.9072,1.113818139,2.852027552,4.907204725
Craneflies,Erioptera lutea,46,1970,2015,895,-0.7857,-1.704940844,0.098833448,4.935596412
Bryophytes,Aulacomnium androgynum,46,1970,2015,2207,-1.506,-2.420458445,-0.57992441,4.948450892
Bryophytes,Amblystegium serpens,46,1970,2015,6704,1.0984,0.316785934,2.062943261,4.961202057
Lichens,Cladonia chlorophaea s. lat.,46,1970,2015,2031,-1.2141,-2.129753221,-0.390637049,5.039644171
Bryophytes,Didymodon fallax,46,1970,2015,2308,0.5686,-0.264880334,1.509282328,5.045472835
Weevils,Polydrusus cervinus,46,1970,2015,1273,0.2802,-0.471051053,1.23914353,5.060996648
Hoverflies,Leucozona lucorum,45,1970,2014,5261,-1.317,-2.242098325,-0.474317636,5.06328735
Centipedes,Lithobius forficatus,46,1970,2015,1365,0.0848,-0.68265849,1.064334214,5.067910456
Spiders,Microneta viaria,44,1970,2013,2415,-1.4019,-2.218956193,-0.547116135,5.093887029
Bryophytes,Plagiothecium undulatum,46,1970,2015,2696,0.9217,0.143231567,1.863618171,5.099225805
Bryophytes,Neckera complanata,46,1970,2015,2443,-0.5196,-1.370859581,0.327857282,5.099666877
Hoverflies,Eristalis tenax,45,1970,2014,16241,0.4334,-0.271641451,1.476773983,5.101227199
Moths,Syngrapha interrogationis,46,1970,2015,1728,-1.2139,-2.12052428,-0.355914464,5.106936643
Moths,Hadena perplexa,46,1970,2015,5013,-2.2898,-3.138331688,-1.436396634,5.119082109
Moths,Deltote uncula,46,1970,2015,1302,-1.9793,-2.898745255,-1.174404569,5.119954972
Moths,Lobophora halterata,46,1970,2015,4082,1.3776,0.586427312,2.302789685,5.121087752
Gelechiids,Bryotropha terrella,44,1970,2013,7796,0.9784,0.254911703,1.943138905,5.129161316
Moths,Oligia versicolor,46,1970,2015,10228,0.9728,0.176636308,1.907982328,5.141993964
FungusGnats,Macrocera angulata,42,1970,2011,197,-0.076,-1.022412374,0.786465849,5.145572729
Empid&DolichopodidFlies,Ocydromia glabricula,45,1970,2014,848,-0.2305,-1.049370297,0.644631762,5.158661174
Spiders,Erigone dentipalpis,44,1970,2013,2931,-0.2857,-1.127218801,0.596028684,5.194266953
Spiders,Phylloneta sisyphia,44,1970,2013,2313,1.0077,0.178003223,1.958697768,5.215848745
Bees,Bombus hortorum,46,1970,2015,5530,-0.8029,-1.589715412,0.142820478,5.217113923
Ants,Lasius flavus,46,1970,2015,2045,0.2912,-0.446896043,1.255836544,5.225453509
Bryophytes,Rhytidiadelphus triquetrus,46,1970,2015,2663,-0.2708,-1.105503766,0.686108678,5.234675899
Lichens,Acarospora fuscata,46,1970,2015,2608,-0.5263,-1.303124692,0.414946373,5.23848347
Lichens,Lecanora muralis,46,1970,2015,2540,-0.2971,-1.120554928,0.58985792,5.294202347
Dragonflies,Libellula depressa,46,1970,2015,20930,1.4263,0.685497273,2.389124269,5.297490715
Spiders,Maso sundevalli,44,1970,2013,1356,-1.2107,-2.088520951,-0.409309049,5.30144037
Moths,Parasemia plantaginis,46,1970,2015,1429,-1.4637,-2.328944207,-0.621118039,5.313577699
FungusGnats,Trichonta terminalis,39,1973,2011,59,0.0681,-0.927628165,0.852168576,5.316635376
Moths,Eupithecia subumbrata,46,1970,2015,2267,-0.358,-1.192742306,0.528118375,5.3244744
FungusGnats,Phronia nigricornis,40,1972,2011,166,-0.0321,-0.85147996,0.989806286,5.361477381
Moths,Eupithecia pusillata,46,1970,2015,7609,0.3073,-0.491369792,1.15117256,5.379016594
Moths,Eilema depressa,46,1970,2015,23195,3.3524,2.592623386,4.25487973,5.388129402
Lichens,Pertusaria hymenea,46,1970,2015,938,-0.8464,-1.675418984,0.008020967,5.403476737
Moths,Cyclophora linearia,46,1970,2015,6064,0.9289,0.143715861,1.797946807,5.442246633
Bryophytes,Frullania dilatata,46,1970,2015,5134,1.9463,1.253940424,2.915468068,5.442786467
Moths,Arenostola phragmitidis,46,1970,2015,5572,0.5472,-0.255637898,1.39622947,5.463847624
Lichens,Peltigera praetextata,46,1970,2015,825,-0.4157,-1.283253622,0.433961213,5.517847707
Bryophytes,Hylocomium splendens,46,1970,2015,2894,0.4754,-0.343039627,1.378852226,5.545061302
FungusGnats,Macrocera centralis,39,1973,2011,197,0.0073,-0.628563777,0.907294011,5.595835231
FungusGnats,Macrocera fasciata,41,1971,2011,238,0.2509,-0.390745737,1.418205683,5.611552639
Bryophytes,Frullania tamarisci,46,1970,2015,1817,-0.7621,-1.556313733,0.077008081,5.613137445
Spiders,Philodromus cespitum,44,1970,2013,1700,0.1716,-0.62476685,1.078678087,5.615287237
Moths,Cosmia affinis,46,1970,2015,2095,-0.4123,-1.244456834,0.448017184,5.615356416
Soldierflies,Rhagio tringarius,46,1970,2015,648,0.0827,-0.585089865,1.083833364,5.629571453
Moths,Lasiocampa quercus form callunae,46,1970,2015,1791,0.7491,0.023523171,1.665157253,5.635529639
Craneflies,Ilisia maculata,46,1970,2015,259,-0.2848,-1.189318072,0.472607635,5.650161831
Gelechiids,Neofaculta ericetella,44,1970,2013,1536,-0.0441,-0.823276535,0.765060843,5.663381787
SoldierBeetles,Cantharis decipiens,45,1971,2015,591,0.0349,-0.730521914,0.990032942,5.665538673
Spiders,Hypomma bituberculatum,44,1970,2013,1730,-0.1599,-0.979070409,0.748399506,5.69257498
Hoverflies,Eupeodes corollae,45,1970,2014,5277,-0.3164,-1.186015503,0.497809826,5.694256119
Bryophytes,Chiloscyphus polyanthos s.l.,46,1970,2015,2008,0.0855,-0.664874305,0.988213939,5.698483005
Moths,Deileptenia ribeata,46,1970,2015,5970,2.2687,1.435898489,3.081613151,5.701082461
Moths,Cepphis advenaria,46,1970,2015,977,-0.3352,-1.145198973,0.534092943,5.703948007
Bryophytes,Zygodon viridissimus s.l.,46,1970,2015,2731,0.4155,-0.432497622,1.175519084,5.72217492
Bryophytes,Pohlia nutans,46,1970,2015,2075,-1.4042,-2.191777359,-0.531032712,5.752402137
Moths,Papestra biren,46,1970,2015,2758,-1.2185,-2.030415081,-0.401311349,5.753309804
Bryophytes,Bryum argenteum,46,1970,2015,4845,0.1806,-0.63369751,1.050589764,5.771213012
Bryophytes,Orthodontium lineare,46,1970,2015,2833,-0.1301,-0.843177635,0.801559387,5.787057659
Lichens,Hypogymnia tubulosa,46,1970,2015,1548,-0.0517,-0.833190064,0.740337757,5.804851167
Soldierflies,Haematopota pluvialis,46,1970,2015,1494,-0.415,-1.248113258,0.377353408,5.814595816
FungusGnats,Phronia strenua,41,1971,2011,143,0.1784,-0.493051988,1.321042782,5.820723703
Lichens,Porpidia tuberculosa,46,1970,2015,3462,-0.2413,-1.022400811,0.609530272,5.83302553
Moths,Hadena compta,46,1970,2015,4803,0.7708,0.001837683,1.637010343,5.862748767
Lichens,Melanelixia subaurifera,46,1970,2015,2499,1.5822,0.817442519,2.401091707,5.909920824
Spiders,Metellina mengei,44,1970,2013,3673,1.0665,0.314935403,1.952285703,5.91939208
Moths,Hoplodrina ambigua,46,1970,2015,82623,3.217,2.437951272,4.073871218,5.93085128
Moths,Nonagria typhae,46,1970,2015,6594,0.1661,-0.576200237,1.067657314,5.933873339
Hoverflies,Cheilosia variabilis,45,1970,2014,2526,-0.6587,-1.49902068,0.198562,5.94982374
Hoverflies,Rhingia campestris,45,1970,2014,10844,0.6679,-0.131922516,1.498839812,5.954288232
Bryophytes,Grimmia pulvinata,46,1970,2015,5060,1.3276,0.568896517,2.212997859,5.96291612
Dragonflies,Orthetrum coerulescens,46,1970,2015,6864,-0.0084,-0.817401822,0.784264635,5.963093759
Bryophytes,Rhytidiadelphus loreus,46,1970,2015,2449,0.7136,-0.079136068,1.55762706,5.969111676
Moths,Dryobotodes eremita,46,1970,2015,16119,1.8114,1.059922144,2.630314469,6.020045088
FungusGnats,Orfelia fasciata,39,1973,2011,89,0.0828,-0.612325977,0.971738413,6.024882366
Moths,Lacanobia contigua,46,1970,2015,1173,-1.5592,-2.36544881,-0.789621762,6.02887526
Moths,Triphosa dubitata,46,1970,2015,987,-1.7277,-2.517119163,-0.916364061,6.029297784
Lichens,Physcia tenella,46,1970,2015,2968,1.1826,0.397116608,1.95181486,6.04441337
Bryophytes,Thamnobryum alopecurum,46,1970,2015,4014,0.7716,0.020606987,1.590376372,6.070604347
Hoverflies,Cheilosia illustrata,45,1970,2014,4643,-0.0489,-0.754751249,0.793804032,6.071822619
Lichens,Parmotrema perlatum,46,1970,2015,1404,0.6387,-0.203608092,1.405251392,6.074121647
NonmarineMolluscs,Cornu aspersum,46,1970,2015,2191,1.5479,0.741253627,2.406814536,6.083489333
Spiders,Neriene clathrata,44,1970,2013,3068,-0.3501,-1.142395975,0.453552504,6.106485408
Bryophytes,Lepidozia reptans,46,1970,2015,2115,-0.0557,-0.824386598,0.818770968,6.115945064
Moths,Hadena confusa,46,1970,2015,4914,-0.9087,-1.612838648,-0.095484743,6.160345048
Bryophytes,Eurhynchium striatum,46,1970,2015,4066,0.2136,-0.523600188,1.020260753,6.186577406
Moths,Polychrysia moneta,46,1970,2015,2258,-2.7267,-3.516767034,-1.97954533,6.189327623
Bryophytes,Campylopus pyriformis,46,1970,2015,1700,-0.7127,-1.487261251,0.040752109,6.212332102
Moths,Furcula bifida,46,1970,2015,2698,0.4632,-0.281113818,1.310326937,6.228414409
Moths,Dasypolia templi,46,1970,2015,2878,-2.0847,-2.880408118,-1.34688229,6.236785005
Moths,Idaea straminata,46,1970,2015,4209,-1.3027,-2.064845863,-0.529388569,6.25913648
Moths,Eupithecia satyrata,46,1970,2015,2227,-1.3522,-2.153819319,-0.575732279,6.260050576
Bryophytes,Campylopus flexuosus,46,1970,2015,2216,0.2287,-0.521212966,1.06030411,6.26227554
Empid&DolichopodidFlies,Platypalpus notatus,43,1972,2014,290,-0.0078,-0.836238835,0.792014782,6.262540311
Moths,Hydrelia sylvata,46,1970,2015,1518,-0.567,-1.360791298,0.216370154,6.276748332
Spiders,Erigone atra,44,1970,2013,4532,-0.5481,-1.366616934,0.221863813,6.280164353
Ants,Myrmica ruginodis,46,1970,2015,2412,0.4848,-0.151030352,1.376017778,6.30053808
Lichens,Cliostomum griffithii,46,1970,2015,1439,-1.077,-1.86594633,-0.301799751,6.324372652
Lichens,Cladonia furcata,46,1970,2015,1350,0.198,-0.591921478,0.969828826,6.337365614
Moths,Eupithecia assimilata,46,1970,2015,13677,2.0077,1.234191533,2.754834017,6.340778999
Hoverflies,Sphaerophoria scripta,45,1970,2014,8085,0.163,-0.508433433,1.023542857,6.342175759
Moths,Ptilodon cucullina,46,1970,2015,3894,0.9711,0.238422877,1.844573234,6.357880089
Moths,Paradarisa consonaria,46,1970,2015,2761,0.4358,-0.317096876,1.207338935,6.419088209
Moths,Scotopteryx mucronata,46,1970,2015,2398,-1.6278,-2.457926621,-0.881061974,6.439049937
Moths,Xanthorhoe decoloraria,46,1970,2015,4317,-1.6333,-2.422491337,-0.861736362,6.446006959
NonmarineMolluscs,Lauria cylindracea,46,1970,2015,1437,-0.876,-1.60430031,-0.099783242,6.478815636
Moths,Epirrhoe tristata,46,1970,2015,1180,-1.154,-1.902627264,-0.385942784,6.486912402
Moths,Schrankia costaestrigalis,46,1970,2015,13185,2.1524,1.441454849,2.960028187,6.494592935
Hoverflies,Eristalis horticola,45,1970,2014,3742,-0.7672,-1.537953282,0.026937804,6.494835202
Moths,Cucullia verbasci,46,1970,2015,5390,1.4215,0.72919625,2.223182913,6.518292102
Lichens,Usnea subfloridana,46,1970,2015,1685,-0.8184,-1.639259602,-0.060963632,6.55872861
NonmarineMolluscs,Arianta arbustorum,46,1970,2015,1308,0.3185,-0.459541199,1.017726633,6.563572048
Bryophytes,Barbula convoluta,46,1970,2015,4868,0.5597,-0.213167088,1.304733016,6.574453237
Moths,Epirrhoe rivata,46,1970,2015,3294,-1.933,-2.766052112,-1.201120571,6.578805943
Lichens,Chrysothrix candelaris,46,1970,2015,909,-0.9928,-1.772737387,-0.227559321,6.593583856
Moths,Asteroscopus sphinx,46,1970,2015,7923,-0.5376,-1.296972682,0.241695455,6.601863406
Craneflies,Cheilotrichia cinerascens,46,1970,2015,659,-0.7645,-1.538055257,0.048353721,6.63045213
Moths,Ipimorpha subtusa,46,1970,2015,5226,-0.2644,-0.998980255,0.502607573,6.649755135
Bees,Bombus lapidarius,46,1970,2015,9776,0.4934,-0.166818192,1.353060747,6.650129773
Spiders,Dictyna arundinacea,44,1970,2013,2075,0.4647,-0.267312852,1.272543828,6.664920812
Moths,Operophtera fagata,46,1970,2015,6546,-2.2786,-3.040022442,-1.535574117,6.701540554
Bryophytes,Polytrichum piliferum,46,1970,2015,1892,-0.3051,-1.044071148,0.511836259,6.72463022
Bees,Bombus pascuorum,46,1970,2015,13467,0.6461,0.002617188,1.465906009,6.764478237
Moths,Lacanobia suasa,46,1970,2015,8173,-1.3133,-2.05898359,-0.546227131,6.774905335
Moths,Odontosia carmelita,46,1970,2015,2084,-0.9659,-1.708923706,-0.176538526,6.782147624
Bryophytes,Conocephalum conicum s.l.,46,1970,2015,2769,0.3299,-0.367644488,1.13732235,6.802127348
Moths,Leucoma salicis,46,1970,2015,9072,1.111,0.407372665,1.882265368,6.848277442
Craneflies,Austrolimnophila ochracea,46,1970,2015,1046,0.0947,-0.612731521,0.84988508,6.856340441
Moths,Pseudopanthera macularia,46,1970,2015,5172,0.2752,-0.4013018,1.050978298,6.883301392
Lichens,Aspicilia calcarea,46,1970,2015,2302,-0.6566,-1.402237706,0.099861487,6.924995415
FungusGnats,Macrocera stigmoides,41,1971,2011,262,-0.154,-1.048952207,0.599776751,6.931803211
Hoverflies,Eristalis intricarius,45,1970,2014,5187,-0.4137,-1.035147373,0.39514179,6.943107051
Bryophytes,Ctenidium molluscum,46,1970,2015,3371,0.4319,-0.261685044,1.223195926,6.954944154
